Commodity,Unit,Location,Spot Price(Rs.),Up/Down,Date,Time
GOLD,10 GRMS,AHMEDABAD,47928.00,+,22-Jun-20,14:17
GOLD,10 GRMS,AHMEDABAD,47519.00,-,19-Jun-20,17:22
GOLD,10 GRMS,AHMEDABAD,47529.00,+,19-Jun-20,13:24
GOLD,10 GRMS,AHMEDABAD,47302.00,-,18-Jun-20,17:23
GOLD,10 GRMS,AHMEDABAD,47399.00,+,18-Jun-20,13:26
GOLD,10 GRMS,AHMEDABAD,47202.00,-,17-Jun-20,17:09
GOLD,10 GRMS,AHMEDABAD,47385.00,+,17-Jun-20,13:27
GOLD,10 GRMS,AHMEDABAD,47374.00,+,16-Jun-20,17:13
GOLD,10 GRMS,AHMEDABAD,47301.00,+,16-Jun-20,14:06
GOLD,10 GRMS,AHMEDABAD,46803.00,-,15-Jun-20,17:20
GOLD,10 GRMS,AHMEDABAD,46994.00,-,15-Jun-20,13:30
GOLD,10 GRMS,AHMEDABAD,47337.00,+,12-Jun-20,16:56
GOLD,10 GRMS,AHMEDABAD,47266.00,+,12-Jun-20,13:18
GOLD,10 GRMS,AHMEDABAD,47206.00,-,11-Jun-20,16:51
GOLD,10 GRMS,AHMEDABAD,47225.00,+,11-Jun-20,12:48
GOLD,10 GRMS,AHMEDABAD,46782.00,-,10-Jun-20,16:47
GOLD,10 GRMS,AHMEDABAD,46823.00,+,10-Jun-20,12:48
GOLD,10 GRMS,AHMEDABAD,46588.00,+,09-Jun-20,17:01
GOLD,10 GRMS,AHMEDABAD,46261.00,-,09-Jun-20,12:57
GOLD,10 GRMS,AHMEDABAD,46264.00,-,08-Jun-20,17:22
GOLD,10 GRMS,AHMEDABAD,46363.00,-,08-Jun-20,13:37
GOLD,10 GRMS,AHMEDABAD,46525.00,-,05-Jun-20,17:21
GOLD,10 GRMS,AHMEDABAD,46549.00,-,05-Jun-20,14:09
GOLD,10 GRMS,AHMEDABAD,46640.00,+,04-Jun-20,17:54
GOLD,10 GRMS,AHMEDABAD,46180.00,-,04-Jun-20,13:51
GOLD,10 GRMS,AHMEDABAD,46609.00,+,03-Jun-20,18:47
GOLD,10 GRMS,AHMEDABAD,46562.00,+,03-Jun-20,14:04
GOLD,10 GRMS,AHMEDABAD,40989.00,=,02-Jun-20,13:38
GOLD,10 GRMS,AHMEDABAD,40989.00,=,01-Jun-20,13:26
GOLD,10 GRMS,AHMEDABAD,40989.00,=,29-May-20,13:05
GOLD,10 GRMS,AHMEDABAD,40989.00,=,28-May-20,13:44
GOLD,10 GRMS,AHMEDABAD,40989.00,=,27-May-20,13:21
GOLD,10 GRMS,AHMEDABAD,40989.00,=,26-May-20,12:55
GOLD,10 GRMS,AHMEDABAD,40989.00,=,25-May-20,18:03
GOLD,10 GRMS,AHMEDABAD,40989.00,=,22-May-20,12:30
GOLD,10 GRMS,AHMEDABAD,40989.00,=,21-May-20,12:47
GOLD,10 GRMS,AHMEDABAD,40989.00,=,20-May-20,12:51
GOLD,10 GRMS,AHMEDABAD,40989.00,=,19-May-20,12:45
GOLD,10 GRMS,AHMEDABAD,40989.00,=,18-May-20,13:05
GOLD,10 GRMS,AHMEDABAD,40989.00,=,15-May-20,12:48
GOLD,10 GRMS,AHMEDABAD,40989.00,=,14-May-20,13:04
GOLD,10 GRMS,AHMEDABAD,40989.00,=,13-May-20,13:03
GOLD,10 GRMS,AHMEDABAD,40989.00,=,12-May-20,12:47
GOLD,10 GRMS,AHMEDABAD,40989.00,=,11-May-20,13:20
GOLD,10 GRMS,AHMEDABAD,40989.00,=,08-May-20,13:17
GOLD,10 GRMS,AHMEDABAD,40989.00,=,07-May-20,12:54
GOLD,10 GRMS,AHMEDABAD,40989.00,=,06-May-20,12:35
GOLD,10 GRMS,AHMEDABAD,40989.00,=,05-May-20,12:46
GOLD,10 GRMS,AHMEDABAD,40989.00,=,04-May-20,13:06
GOLD,10 GRMS,AHMEDABAD,40989.00,=,01-May-20,18:06
GOLD,10 GRMS,AHMEDABAD,40989.00,=,30-Apr-20,13:42
GOLD,10 GRMS,AHMEDABAD,40989.00,=,29-Apr-20,13:09
GOLD,10 GRMS,AHMEDABAD,40989.00,=,28-Apr-20,13:46
GOLD,10 GRMS,AHMEDABAD,40989.00,=,27-Apr-20,13:35
GOLD,10 GRMS,AHMEDABAD,40989.00,=,24-Apr-20,13:43
GOLD,10 GRMS,AHMEDABAD,40989.00,=,23-Apr-20,17:38
GOLD,10 GRMS,AHMEDABAD,40989.00,=,23-Apr-20,13:30
GOLD,10 GRMS,AHMEDABAD,40989.00,=,22-Apr-20,14:47
GOLD,10 GRMS,AHMEDABAD,40989.00,=,21-Apr-20,13:09
GOLD,10 GRMS,AHMEDABAD,40989.00,=,20-Apr-20,13:26
GOLD,10 GRMS,AHMEDABAD,40989.00,=,17-Apr-20,13:04
GOLD,10 GRMS,AHMEDABAD,40989.00,=,16-Apr-20,13:07
GOLD,10 GRMS,AHMEDABAD,40989.00,=,15-Apr-20,12:59
GOLD,10 GRMS,AHMEDABAD,40989.00,=,13-Apr-20,13:09
GOLD,10 GRMS,AHMEDABAD,40989.00,=,09-Apr-20,13:04
GOLD,10 GRMS,AHMEDABAD,40989.00,=,08-Apr-20,13:01
GOLD,10 GRMS,AHMEDABAD,40989.00,=,07-Apr-20,13:10
GOLD,10 GRMS,AHMEDABAD,40989.00,=,03-Apr-20,13:12
GOLD,10 GRMS,AHMEDABAD,40989.00,=,01-Apr-20,13:13
GOLD,10 GRMS,AHMEDABAD,40989.00,=,31-Mar-20,13:13
GOLD,10 GRMS,AHMEDABAD,40989.00,=,30-Mar-20,13:14
GOLD,10 GRMS,AHMEDABAD,40989.00,=,27-Mar-20,13:36
GOLD,10 GRMS,AHMEDABAD,40989.00,=,26-Mar-20,14:31
GOLD,10 GRMS,AHMEDABAD,40989.00,=,25-Mar-20,12:46
GOLD,10 GRMS,AHMEDABAD,40989.00,=,24-Mar-20,12:39
GOLD,10 GRMS,AHMEDABAD,40989.00,=,23-Mar-20,12:51
GOLD,10 GRMS,AHMEDABAD,40989.00,-,20-Mar-20,17:49
GOLD,10 GRMS,AHMEDABAD,41125.00,+,20-Mar-20,13:33
GOLD,10 GRMS,AHMEDABAD,40395.00,-,19-Mar-20,16:56
GOLD,10 GRMS,AHMEDABAD,40618.00,-,19-Mar-20,13:24
GOLD,10 GRMS,AHMEDABAD,40649.00,-,18-Mar-20,16:39
GOLD,10 GRMS,AHMEDABAD,40775.00,+,18-Mar-20,12:55
GOLD,10 GRMS,AHMEDABAD,39741.00,-,17-Mar-20,16:51
GOLD,10 GRMS,AHMEDABAD,40063.00,+,17-Mar-20,13:06
GOLD,10 GRMS,AHMEDABAD,39867.00,-,16-Mar-20,17:39
GOLD,10 GRMS,AHMEDABAD,41018.00,-,16-Mar-20,13:25
GOLD,10 GRMS,AHMEDABAD,41859.00,+,13-Mar-20,17:21
GOLD,10 GRMS,AHMEDABAD,41827.00,-,13-Mar-20,13:42
GOLD,10 GRMS,AHMEDABAD,43228.00,+,12-Mar-20,16:43
GOLD,10 GRMS,AHMEDABAD,43140.00,-,12-Mar-20,13:13
GOLD,10 GRMS,AHMEDABAD,43427.00,+,11-Mar-20,16:54
GOLD,10 GRMS,AHMEDABAD,43366.00,-,11-Mar-20,13:51
GOLD,10 GRMS,AHMEDABAD,43750.00,-,09-Mar-20,16:48
GOLD,10 GRMS,AHMEDABAD,43915.00,-,09-Mar-20,13:28
GOLD,10 GRMS,AHMEDABAD,44315.00,+,06-Mar-20,17:24
GOLD,10 GRMS,AHMEDABAD,43975.00,+,06-Mar-20,13:19
GOLD,10 GRMS,AHMEDABAD,43294.00,+,05-Mar-20,17:08
GOLD,10 GRMS,AHMEDABAD,43082.00,-,05-Mar-20,13:16
GOLD,10 GRMS,AHMEDABAD,43146.00,+,04-Mar-20,17:25
GOLD,10 GRMS,AHMEDABAD,43111.00,+,04-Mar-20,13:18
GOLD,10 GRMS,AHMEDABAD,42315.00,+,03-Mar-20,17:06
GOLD,10 GRMS,AHMEDABAD,42009.00,-,03-Mar-20,13:10
GOLD,10 GRMS,AHMEDABAD,42232.00,+,02-Mar-20,17:01
GOLD,10 GRMS,AHMEDABAD,41770.00,-,02-Mar-20,13:20
GOLD,10 GRMS,AHMEDABAD,42352.00,+,28-Feb-20,17:07
GOLD,10 GRMS,AHMEDABAD,42310.00,-,28-Feb-20,13:05
GOLD,10 GRMS,AHMEDABAD,42451.00,+,27-Feb-20,17:38
GOLD,10 GRMS,AHMEDABAD,42381.00,-,27-Feb-20,13:21
GOLD,10 GRMS,AHMEDABAD,42530.00,+,26-Feb-20,17:08
GOLD,10 GRMS,AHMEDABAD,42481.00,-,26-Feb-20,13:12
GOLD,10 GRMS,AHMEDABAD,42717.00,+,25-Feb-20,16:49
GOLD,10 GRMS,AHMEDABAD,42306.00,-,25-Feb-20,12:46
GOLD,10 GRMS,AHMEDABAD,43392.00,+,24-Feb-20,18:05
GOLD,10 GRMS,AHMEDABAD,43041.00,+,24-Feb-20,13:15
GOLD,10 GRMS,AHMEDABAD,41590.00,+,20-Feb-20,17:07
GOLD,10 GRMS,AHMEDABAD,41493.00,=,20-Feb-20,13:01
GOLD,10 GRMS,AHMEDABAD,41491.00,+,19-Feb-20,17:03
GOLD,10 GRMS,AHMEDABAD,41386.00,+,19-Feb-20,12:57
GOLD,10 GRMS,AHMEDABAD,40976.00,+,18-Feb-20,16:45
GOLD,10 GRMS,AHMEDABAD,40911.00,+,18-Feb-20,13:07
GOLD,10 GRMS,AHMEDABAD,40728.00,-,17-Feb-20,16:55
GOLD,10 GRMS,AHMEDABAD,40854.00,+,17-Feb-20,12:48
GOLD,10 GRMS,AHMEDABAD,40676.00,+,14-Feb-20,16:35
GOLD,10 GRMS,AHMEDABAD,40662.00,+,14-Feb-20,12:47
GOLD,10 GRMS,AHMEDABAD,40619.00,-,13-Feb-20,17:13
GOLD,10 GRMS,AHMEDABAD,40654.00,+,13-Feb-20,13:13
GOLD,10 GRMS,AHMEDABAD,40467.00,+,12-Feb-20,16:39
GOLD,10 GRMS,AHMEDABAD,40392.00,-,12-Feb-20,12:55
GOLD,10 GRMS,AHMEDABAD,40468.00,+,11-Feb-20,16:55
GOLD,10 GRMS,AHMEDABAD,40465.00,-,11-Feb-20,13:17
GOLD,10 GRMS,AHMEDABAD,40589.00,+,10-Feb-20,17:08
GOLD,10 GRMS,AHMEDABAD,40567.00,+,10-Feb-20,13:02
GOLD,10 GRMS,AHMEDABAD,40556.00,+,07-Feb-20,17:19
GOLD,10 GRMS,AHMEDABAD,40391.00,-,07-Feb-20,13:13
GOLD,10 GRMS,AHMEDABAD,40406.00,+,06-Feb-20,16:45
GOLD,10 GRMS,AHMEDABAD,40271.00,+,06-Feb-20,12:47
GOLD,10 GRMS,AHMEDABAD,40059.00,-,05-Feb-20,16:58
GOLD,10 GRMS,AHMEDABAD,40271.00,-,05-Feb-20,12:53
GOLD,10 GRMS,AHMEDABAD,40471.00,-,04-Feb-20,17:34
GOLD,10 GRMS,AHMEDABAD,40492.00,-,04-Feb-20,13:33
GOLD,10 GRMS,AHMEDABAD,40703.00,=,03-Feb-20,17:32
GOLD,10 GRMS,AHMEDABAD,40704.00,+,03-Feb-20,13:48
GOLD,10 GRMS,AHMEDABAD,40694.00,=,01-Feb-20,14:22
GOLD,10 GRMS,AHMEDABAD,40694.00,+,31-Jan-20,17:32
GOLD,10 GRMS,AHMEDABAD,40592.00,-,31-Jan-20,13:52
GOLD,10 GRMS,AHMEDABAD,40717.00,+,30-Jan-20,17:09
GOLD,10 GRMS,AHMEDABAD,40699.00,+,30-Jan-20,13:27
GOLD,10 GRMS,AHMEDABAD,40312.00,+,29-Jan-20,17:17
GOLD,10 GRMS,AHMEDABAD,40230.00,-,29-Jan-20,13:45
GOLD,10 GRMS,AHMEDABAD,40456.00,+,28-Jan-20,17:40
GOLD,10 GRMS,AHMEDABAD,40433.00,-,28-Jan-20,13:46
GOLD,10 GRMS,AHMEDABAD,40638.00,+,27-Jan-20,17:24
GOLD,10 GRMS,AHMEDABAD,40487.00,+,27-Jan-20,13:45
GOLD,10 GRMS,AHMEDABAD,40002.00,+,24-Jan-20,17:51
GOLD,10 GRMS,AHMEDABAD,39992.00,+,24-Jan-20,13:29
GOLD,10 GRMS,AHMEDABAD,39872.00,-,23-Jan-20,17:22
GOLD,10 GRMS,AHMEDABAD,39902.00,-,23-Jan-20,13:31
GOLD,10 GRMS,AHMEDABAD,39912.00,+,22-Jan-20,17:02
GOLD,10 GRMS,AHMEDABAD,39832.00,-,22-Jan-20,13:50
GOLD,10 GRMS,AHMEDABAD,39851.00,-,21-Jan-20,16:38
GOLD,10 GRMS,AHMEDABAD,40004.00,+,21-Jan-20,13:44
GOLD,10 GRMS,AHMEDABAD,39947.00,-,20-Jan-20,17:21
GOLD,10 GRMS,AHMEDABAD,39959.00,+,20-Jan-20,14:00
GOLD,10 GRMS,AHMEDABAD,39804.00,+,17-Jan-20,17:26
GOLD,10 GRMS,AHMEDABAD,39774.00,+,17-Jan-20,13:16
GOLD,10 GRMS,AHMEDABAD,39727.00,+,16-Jan-20,17:16
GOLD,10 GRMS,AHMEDABAD,39643.00,+,16-Jan-20,13:44
GOLD,10 GRMS,AHMEDABAD,39602.00,=,15-Jan-20,12:44
GOLD,10 GRMS,AHMEDABAD,39602.00,=,14-Jan-20,13:08
GOLD,10 GRMS,AHMEDABAD,39602.00,-,13-Jan-20,17:06
GOLD,10 GRMS,AHMEDABAD,39671.00,+,13-Jan-20,12:55
GOLD,10 GRMS,AHMEDABAD,39607.00,-,10-Jan-20,16:43
GOLD,10 GRMS,AHMEDABAD,39692.00,-,10-Jan-20,12:50
GOLD,10 GRMS,AHMEDABAD,39706.00,-,09-Jan-20,17:28
GOLD,10 GRMS,AHMEDABAD,39785.00,-,09-Jan-20,13:31
GOLD,10 GRMS,AHMEDABAD,40694.00,-,08-Jan-20,17:18
GOLD,10 GRMS,AHMEDABAD,40977.00,+,08-Jan-20,13:19
GOLD,10 GRMS,AHMEDABAD,40372.00,+,07-Jan-20,16:59
GOLD,10 GRMS,AHMEDABAD,40338.00,-,07-Jan-20,12:50
GOLD,10 GRMS,AHMEDABAD,40678.00,+,06-Jan-20,17:04
GOLD,10 GRMS,AHMEDABAD,40624.00,+,06-Jan-20,13:58
GOLD,10 GRMS,AHMEDABAD,39948.00,+,03-Jan-20,16:57
GOLD,10 GRMS,AHMEDABAD,39730.00,+,03-Jan-20,13:09
GOLD,10 GRMS,AHMEDABAD,39068.00,+,02-Jan-20,17:16
GOLD,10 GRMS,AHMEDABAD,39035.00,+,02-Jan-20,13:22
GOLD,10 GRMS,AHMEDABAD,38995.00,+,01-Jan-20,16:46
GOLD,10 GRMS,AHMEDABAD,38977.00,-,01-Jan-20,12:49
GOLD,10 GRMS,AHMEDABAD,39076.00,-,31-Dec-19,17:13
GOLD,10 GRMS,AHMEDABAD,39095.00,+,31-Dec-19,12:47
GOLD,10 GRMS,AHMEDABAD,38806.00,-,30-Dec-19,17:09
GOLD,10 GRMS,AHMEDABAD,38880.00,+,30-Dec-19,13:03
GOLD,10 GRMS,AHMEDABAD,38791.00,+,27-Dec-19,17:05
GOLD,10 GRMS,AHMEDABAD,38697.00,+,27-Dec-19,13:31
GOLD,10 GRMS,AHMEDABAD,38641.00,+,26-Dec-19,17:16
GOLD,10 GRMS,AHMEDABAD,38627.00,+,26-Dec-19,13:44
GOLD,10 GRMS,AHMEDABAD,38297.00,+,24-Dec-19,17:53
GOLD,10 GRMS,AHMEDABAD,38277.00,+,24-Dec-19,14:11
GOLD,10 GRMS,AHMEDABAD,38128.00,+,23-Dec-19,17:58
GOLD,10 GRMS,AHMEDABAD,38126.00,+,23-Dec-19,14:16
GOLD,10 GRMS,AHMEDABAD,37957.00,-,20-Dec-19,16:38
GOLD,10 GRMS,AHMEDABAD,38024.00,+,20-Dec-19,12:50
GOLD,10 GRMS,AHMEDABAD,37882.00,-,19-Dec-19,16:48
GOLD,10 GRMS,AHMEDABAD,37899.00,-,19-Dec-19,12:48
GOLD,10 GRMS,AHMEDABAD,37955.00,+,18-Dec-19,16:41
GOLD,10 GRMS,AHMEDABAD,37943.00,+,18-Dec-19,12:47
GOLD,10 GRMS,AHMEDABAD,37936.00,+,17-Dec-19,16:42
GOLD,10 GRMS,AHMEDABAD,37881.00,-,17-Dec-19,12:48
GOLD,10 GRMS,AHMEDABAD,37891.00,+,16-Dec-19,17:08
GOLD,10 GRMS,AHMEDABAD,37863.00,+,16-Dec-19,13:42
GOLD,10 GRMS,AHMEDABAD,37691.00,+,13-Dec-19,17:14
GOLD,10 GRMS,AHMEDABAD,37533.00,-,13-Dec-19,13:07
GOLD,10 GRMS,AHMEDABAD,37763.00,+,12-Dec-19,16:59
GOLD,10 GRMS,AHMEDABAD,37702.00,+,12-Dec-19,13:02
GOLD,10 GRMS,AHMEDABAD,37631.00,+,11-Dec-19,16:51
GOLD,10 GRMS,AHMEDABAD,37564.00,-,11-Dec-19,13:02
GOLD,10 GRMS,AHMEDABAD,37590.00,+,10-Dec-19,17:13
GOLD,10 GRMS,AHMEDABAD,37567.00,-,10-Dec-19,13:38
GOLD,10 GRMS,AHMEDABAD,37650.00,=,09-Dec-19,17:26
GOLD,10 GRMS,AHMEDABAD,37651.00,-,09-Dec-19,13:15
GOLD,10 GRMS,AHMEDABAD,38032.00,+,06-Dec-19,17:21
GOLD,10 GRMS,AHMEDABAD,37990.00,-,06-Dec-19,13:24
GOLD,10 GRMS,AHMEDABAD,38042.00,-,05-Dec-19,16:53
GOLD,10 GRMS,AHMEDABAD,38161.00,=,05-Dec-19,13:13
GOLD,10 GRMS,AHMEDABAD,38162.00,-,04-Dec-19,17:01
GOLD,10 GRMS,AHMEDABAD,38356.00,+,04-Dec-19,13:14
GOLD,10 GRMS,AHMEDABAD,38062.00,+,03-Dec-19,17:22
GOLD,10 GRMS,AHMEDABAD,37858.00,+,03-Dec-19,13:15
GOLD,10 GRMS,AHMEDABAD,37795.00,-,02-Dec-19,16:43
GOLD,10 GRMS,AHMEDABAD,37884.00,+,02-Dec-19,12:56
GOLD,10 GRMS,AHMEDABAD,37876.00,-,29-Nov-19,17:10
GOLD,10 GRMS,AHMEDABAD,37887.00,+,29-Nov-19,13:11
GOLD,10 GRMS,AHMEDABAD,37771.00,+,28-Nov-19,17:36
GOLD,10 GRMS,AHMEDABAD,37758.00,+,28-Nov-19,13:53
GOLD,10 GRMS,AHMEDABAD,37751.00,+,27-Nov-19,17:09
GOLD,10 GRMS,AHMEDABAD,37743.00,-,27-Nov-19,13:01
GOLD,10 GRMS,AHMEDABAD,37799.00,+,26-Nov-19,17:00
GOLD,10 GRMS,AHMEDABAD,37767.00,-,26-Nov-19,13:11
GOLD,10 GRMS,AHMEDABAD,37862.00,+,25-Nov-19,17:15
GOLD,10 GRMS,AHMEDABAD,37835.00,-,25-Nov-19,13:08
GOLD,10 GRMS,AHMEDABAD,38157.00,+,22-Nov-19,17:15
GOLD,10 GRMS,AHMEDABAD,38092.00,-,22-Nov-19,13:23
GOLD,10 GRMS,AHMEDABAD,38096.00,-,21-Nov-19,17:21
GOLD,10 GRMS,AHMEDABAD,38142.00,-,21-Nov-19,13:16
GOLD,10 GRMS,AHMEDABAD,38305.00,+,20-Nov-19,17:20
GOLD,10 GRMS,AHMEDABAD,38242.00,+,20-Nov-19,13:31
GOLD,10 GRMS,AHMEDABAD,38069.00,-,19-Nov-19,17:06
GOLD,10 GRMS,AHMEDABAD,38236.00,+,19-Nov-19,13:00
GOLD,10 GRMS,AHMEDABAD,37931.00,-,18-Nov-19,17:15
GOLD,10 GRMS,AHMEDABAD,37985.00,-,18-Nov-19,13:11
GOLD,10 GRMS,AHMEDABAD,38096.00,+,15-Nov-19,17:00
GOLD,10 GRMS,AHMEDABAD,38031.00,-,15-Nov-19,13:24
GOLD,10 GRMS,AHMEDABAD,38217.00,+,14-Nov-19,17:18
GOLD,10 GRMS,AHMEDABAD,38187.00,-,14-Nov-19,14:34
GOLD,10 GRMS,AHMEDABAD,38205.00,+,13-Nov-19,16:48
GOLD,10 GRMS,AHMEDABAD,38011.00,+,13-Nov-19,13:15
GOLD,10 GRMS,AHMEDABAD,37993.00,+,11-Nov-19,17:05
GOLD,10 GRMS,AHMEDABAD,37945.00,+,11-Nov-19,12:58
GOLD,10 GRMS,AHMEDABAD,37919.00,-,08-Nov-19,16:57
GOLD,10 GRMS,AHMEDABAD,38011.00,-,08-Nov-19,13:09
GOLD,10 GRMS,AHMEDABAD,38180.00,-,07-Nov-19,17:16
GOLD,10 GRMS,AHMEDABAD,38401.00,+,07-Nov-19,13:18
GOLD,10 GRMS,AHMEDABAD,38304.00,+,06-Nov-19,17:08
GOLD,10 GRMS,AHMEDABAD,38265.00,-,06-Nov-19,13:07
GOLD,10 GRMS,AHMEDABAD,38565.00,-,05-Nov-19,17:04
GOLD,10 GRMS,AHMEDABAD,38602.00,-,05-Nov-19,13:08
GOLD,10 GRMS,AHMEDABAD,38692.00,+,04-Nov-19,18:15
GOLD,10 GRMS,AHMEDABAD,38652.00,-,04-Nov-19,14:42
GOLD,10 GRMS,AHMEDABAD,38703.00,-,01-Nov-19,16:58
GOLD,10 GRMS,AHMEDABAD,38725.00,+,01-Nov-19,13:31
GOLD,10 GRMS,AHMEDABAD,38650.00,+,31-Oct-19,17:40
GOLD,10 GRMS,AHMEDABAD,38378.00,-,31-Oct-19,13:29
GOLD,10 GRMS,AHMEDABAD,38630.00,=,30-Oct-19,17:50
GOLD,10 GRMS,AHMEDABAD,38630.00,=,30-Oct-19,14:08
GOLD,10 GRMS,AHMEDABAD,38630.00,=,29-Oct-19,16:31
GOLD,10 GRMS,AHMEDABAD,38630.00,=,29-Oct-19,12:46
GOLD,10 GRMS,AHMEDABAD,38630.00,=,27-Oct-19,18:30
GOLD,10 GRMS,AHMEDABAD,38630.00,+,25-Oct-19,18:00
GOLD,10 GRMS,AHMEDABAD,38587.00,+,25-Oct-19,13:26
GOLD,10 GRMS,AHMEDABAD,38281.00,-,24-Oct-19,17:35
GOLD,10 GRMS,AHMEDABAD,38295.00,=,24-Oct-19,13:53
GOLD,10 GRMS,AHMEDABAD,38295.00,+,23-Oct-19,17:35
GOLD,10 GRMS,AHMEDABAD,38273.00,+,23-Oct-19,13:58
GOLD,10 GRMS,AHMEDABAD,38173.00,-,22-Oct-19,17:45
GOLD,10 GRMS,AHMEDABAD,38192.00,-,22-Oct-19,13:55
GOLD,10 GRMS,AHMEDABAD,38241.00,-,18-Oct-19,16:34
GOLD,10 GRMS,AHMEDABAD,38246.00,+,18-Oct-19,12:57
GOLD,10 GRMS,AHMEDABAD,38227.00,-,17-Oct-19,17:02
GOLD,10 GRMS,AHMEDABAD,38318.00,+,17-Oct-19,12:59
GOLD,10 GRMS,AHMEDABAD,38203.00,-,16-Oct-19,17:17
GOLD,10 GRMS,AHMEDABAD,38269.00,-,16-Oct-19,12:58
GOLD,10 GRMS,AHMEDABAD,38534.00,+,15-Oct-19,16:40
GOLD,10 GRMS,AHMEDABAD,38333.00,-,15-Oct-19,13:00
GOLD,10 GRMS,AHMEDABAD,38386.00,+,14-Oct-19,17:40
GOLD,10 GRMS,AHMEDABAD,38140.00,-,14-Oct-19,13:53
GOLD,10 GRMS,AHMEDABAD,38154.00,-,11-Oct-19,16:48
GOLD,10 GRMS,AHMEDABAD,38233.00,-,11-Oct-19,13:17
GOLD,10 GRMS,AHMEDABAD,38361.00,+,10-Oct-19,17:07
GOLD,10 GRMS,AHMEDABAD,38305.00,+,10-Oct-19,12:57
GOLD,10 GRMS,AHMEDABAD,38179.00,-,09-Oct-19,17:30
GOLD,10 GRMS,AHMEDABAD,38311.00,+,09-Oct-19,13:49
GOLD,10 GRMS,AHMEDABAD,38043.00,-,07-Oct-19,17:22
GOLD,10 GRMS,AHMEDABAD,38110.00,-,07-Oct-19,13:23
GOLD,10 GRMS,AHMEDABAD,38151.00,+,04-Oct-19,17:21
GOLD,10 GRMS,AHMEDABAD,38067.00,+,04-Oct-19,13:16
GOLD,10 GRMS,AHMEDABAD,37919.00,+,03-Oct-19,18:03
GOLD,10 GRMS,AHMEDABAD,37813.00,+,03-Oct-19,13:31
GOLD,10 GRMS,AHMEDABAD,37201.00,+,01-Oct-19,17:51
GOLD,10 GRMS,AHMEDABAD,36968.00,-,01-Oct-19,13:47
GOLD,10 GRMS,AHMEDABAD,37475.00,-,30-Sep-19,17:54
GOLD,10 GRMS,AHMEDABAD,37572.00,+,30-Sep-19,13:52
GOLD,10 GRMS,AHMEDABAD,37481.00,-,27-Sep-19,16:42
GOLD,10 GRMS,AHMEDABAD,37614.00,-,27-Sep-19,13:08
GOLD,10 GRMS,AHMEDABAD,37622.00,+,26-Sep-19,16:49
GOLD,10 GRMS,AHMEDABAD,37496.00,-,26-Sep-19,13:08
GOLD,10 GRMS,AHMEDABAD,38006.00,+,25-Sep-19,17:04
GOLD,10 GRMS,AHMEDABAD,37967.00,+,25-Sep-19,13:03
GOLD,10 GRMS,AHMEDABAD,37771.00,+,24-Sep-19,16:30
GOLD,10 GRMS,AHMEDABAD,37720.00,-,24-Sep-19,12:54
GOLD,10 GRMS,AHMEDABAD,37743.00,+,23-Sep-19,17:29
GOLD,10 GRMS,AHMEDABAD,37642.00,+,23-Sep-19,13:38
GOLD,10 GRMS,AHMEDABAD,37390.00,-,20-Sep-19,16:57
GOLD,10 GRMS,AHMEDABAD,37399.00,-,20-Sep-19,13:52
GOLD,10 GRMS,AHMEDABAD,37456.00,+,19-Sep-19,17:01
GOLD,10 GRMS,AHMEDABAD,37344.00,-,19-Sep-19,13:24
GOLD,10 GRMS,AHMEDABAD,37542.00,-,18-Sep-19,17:01
GOLD,10 GRMS,AHMEDABAD,37585.00,-,18-Sep-19,13:45
GOLD,10 GRMS,AHMEDABAD,37855.00,+,17-Sep-19,17:25
GOLD,10 GRMS,AHMEDABAD,37726.00,-,17-Sep-19,13:29
GOLD,10 GRMS,AHMEDABAD,37780.00,+,16-Sep-19,17:14
GOLD,10 GRMS,AHMEDABAD,37757.00,+,16-Sep-19,13:21
GOLD,10 GRMS,AHMEDABAD,37592.00,+,13-Sep-19,17:36
GOLD,10 GRMS,AHMEDABAD,37540.00,-,13-Sep-19,13:03
GOLD,10 GRMS,AHMEDABAD,37669.00,-,12-Sep-19,16:39
GOLD,10 GRMS,AHMEDABAD,37688.00,-,12-Sep-19,13:33
GOLD,10 GRMS,AHMEDABAD,37902.00,-,11-Sep-19,17:04
GOLD,10 GRMS,AHMEDABAD,37943.00,-,11-Sep-19,12:47
GOLD,10 GRMS,AHMEDABAD,38254.00,+,09-Sep-19,16:43
GOLD,10 GRMS,AHMEDABAD,38083.00,-,09-Sep-19,13:44
GOLD,10 GRMS,AHMEDABAD,38185.00,-,06-Sep-19,17:07
GOLD,10 GRMS,AHMEDABAD,38257.00,-,06-Sep-19,13:40
GOLD,10 GRMS,AHMEDABAD,39006.00,-,05-Sep-19,17:21
GOLD,10 GRMS,AHMEDABAD,39142.00,+,05-Sep-19,13:02
GOLD,10 GRMS,AHMEDABAD,39011.00,-,04-Sep-19,17:39
GOLD,10 GRMS,AHMEDABAD,39045.00,+,04-Sep-19,13:33
GOLD,10 GRMS,AHMEDABAD,39007.00,+,03-Sep-19,17:21
GOLD,10 GRMS,AHMEDABAD,38921.00,+,03-Sep-19,13:27
GOLD,10 GRMS,AHMEDABAD,38405.00,-,30-Aug-19,17:29
GOLD,10 GRMS,AHMEDABAD,38452.00,-,30-Aug-19,13:31
GOLD,10 GRMS,AHMEDABAD,38743.00,-,29-Aug-19,17:09
GOLD,10 GRMS,AHMEDABAD,38895.00,+,29-Aug-19,13:37
